tephra_name,longitude,latitude,site,SiO2,TiO2,Al2O3,FeOt,MnO,MgO,CaO,Na2O,K2O,P2O5,total,reference
Hekla 4 Tephra,-20.19,65.55,Orrastadir,56.77,1.65,14.52,10.39,0.27,2.41,5.86,3.9,1.39,,97.18,"Boygle, J.E. (1994) Tephra in lake sediments: An unambiguous geochronological marker? PhD. Thesis, University of Edinburgh, Edinburgh"
Hekla 4 Tephra,-20.19,65.55,Orrastadir,59.46,1.59,14.74,9.89,0.24,2.5,5.91,3.89,1.38,,99.61,"Boygle, J.E. (1994) Tephra in lake sediments: An unambiguous geochronological marker? PhD. Thesis, University of Edinburgh, Edinburgh"
Hekla 4 Tephra,-20.19,65.55,Orrastadir,74.21,0.07,12.61,0.69,0.01,0.01,0.86,4.36,3.06,,95.87,"Boygle, J.E. (1994) Tephra in lake sediments: An unambiguous geochronological marker? PhD. Thesis, University of Edinburgh, Edinburgh"
Hekla 4 Tephra,-20.19,65.55,Orrastadir,74.05,0.14,13.42,2.02,0.12,0.05,1.39,4.1,2.89,,98.19,"Boygle, J.E. (1994) Tephra in lake sediments: An unambiguous geochronological marker? PhD. Thesis, University of Edinburgh, Edinburgh"
Hekla 4 Tephra,-20.19,65.55,Orrastadir,73.89,0.13,12.81,2.02,0.09,0.04,1.41,3.91,2.65,,96.95,"Boygle, J.E. (1994) Tephra in lake sediments: An unambiguous geochronological marker? PhD. Thesis, University of Edinburgh, Edinburgh"
Hekla 4 Tephra,-20.19,65.55,Orrastadir,74.34,0.14,13.01,2.07,0.11,0.02,1.3,4.55,2.89,,98.45,"Boygle, J.E. (1994) Tephra in lake sediments: An unambiguous geochronological marker? PhD. Thesis, University of Edinburgh, Edinburgh"
Hekla 4 Tephra,-20.19,65.55,Orrastadir,57.8,1.49,14.46,9.24,0.27,2.27,5.97,4.1,1.22,,97.53,"Boygle, J.E. (1994) Tephra in lake sediments: An unambiguous geochronological marker? PhD. Thesis, University of Edinburgh, Edinburgh"
Hekla 4 Tephra,-20.19,65.55,Orrastadir,56.63,1.49,14.76,9.93,0.22,2.33,5.67,4.1,1.29,,96.4,"Boygle, J.E. (1994) Tephra in lake sediments: An unambiguous geochronological marker? PhD. Thesis, University of Edinburgh, Edinburgh"
Hekla 4 Tephra,-2.175,57.608,Roundhill,75.69,0.11,12.78,2.01,0.05,0.02,1.4,4.22,2.8,,99.1,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-6.833,62.027,Skaelingsvatn,62.81,0.71,14.67,8.57,0.28,0.73,4.24,4.28,1.49,,98.33,"Dugmore, A.J. and Newton, A.J. (1997) Holocene tephra layers in the Faroe Islands. Frodskaparrit  45 141-154."
Hekla 4 Tephra,-6.833,62.027,Skaelingsvatn,61.35,0.97,14.85,9.64,0.3,1.11,4.66,4.52,1.62,,99.02,"Dugmore, A.J. and Newton, A.J. (1997) Holocene tephra layers in the Faroe Islands. Frodskaparrit  45 141-154."
Hekla 4 Tephra,-6.833,62.027,Skaelingsvatn,73.4,0.07,13.15,1.94,0.03,0.06,1.34,4.58,2.97,,97.53,"Dugmore, A.J. and Newton, A.J. (1997) Holocene tephra layers in the Faroe Islands. Frodskaparrit  45 141-154."
Hekla 4 Tephra,-6.833,62.027,Skaelingsvatn,64.3,0.63,14.46,8.52,0.32,0.61,4.12,4.82,1.69,,99.47,"Dugmore, A.J. and Newton, A.J. (1997) Holocene tephra layers in the Faroe Islands. Frodskaparrit  45 141-154."
Hekla 4 Tephra,-6.833,62.027,Skaelingsvatn,63.46,0.74,14.26,8.55,0.27,0.69,4.4,4.79,1.62,,98.79,"Dugmore, A.J. and Newton, A.J. (1997) Holocene tephra layers in the Faroe Islands. Frodskaparrit  45 141-154."
Hekla 4 Tephra,-6.833,62.027,Skaelingsvatn,63.28,0.77,14.88,9.17,0.28,0.76,4.49,4.61,1.58,,99.83,"Dugmore, A.J. and Newton, A.J. (1997) Holocene tephra layers in the Faroe Islands. Frodskaparrit  45 141-154."
Hekla 4 Tephra,-6.833,62.027,Skaelingsvatn,64.68,0.59,14.4,8.74,0.26,0.48,4.2,4.65,1.69,,99.69,"Dugmore, A.J. and Newton, A.J. (1997) Holocene tephra layers in the Faroe Islands. Frodskaparrit  45 141-154."
Hekla 4 Tephra,-6.833,62.027,Skaelingsvatn,62.76,0.76,14.34,8.86,0.3,0.57,4.06,4.56,2.04,,98.25,"Dugmore, A.J. and Newton, A.J. (1997) Holocene tephra layers in the Faroe Islands. Frodskaparrit  45 141-154."
Hekla 4 Tephra,-6.833,62.027,Skaelingsvatn,62.01,0.91,14.85,9.54,0.27,1.07,4.57,4.31,1.49,,99,"Dugmore, A.J. and Newton, A.J. (1997) Holocene tephra layers in the Faroe Islands. Frodskaparrit  45 141-154."
Hekla 4 Tephra,-6.833,62.027,Skaelingsvatn,63.39,0.65,13.92,8.28,0.34,0.6,4.11,4.41,1.67,,97.37,"Dugmore, A.J. and Newton, A.J. (1997) Holocene tephra layers in the Faroe Islands. Frodskaparrit  45 141-154."
Hekla 4 Tephra,-6.833,62.027,Skaelingsvatn,61.47,0.93,14.47,9,0.26,1,4.59,4.48,1.58,,97.79,"Dugmore, A.J. and Newton, A.J. (1997) Holocene tephra layers in the Faroe Islands. Frodskaparrit  45 141-154."
Hekla 4 Tephra,-6.833,62.027,Skaelingsvatn,73.31,0.1,13.69,1.51,0.06,0.05,1.34,5.54,2.58,,98.18,"Dugmore, A.J. and Newton, A.J. (1997) Holocene tephra layers in the Faroe Islands. Frodskaparrit  45 141-154."
Hekla 4 Tephra,-6.833,62.027,Skaelingsvatn,63.75,0.72,14.33,8.44,0.26,0.57,4.32,4.77,1.87,,99.02,"Dugmore, A.J. and Newton, A.J. (1997) Holocene tephra layers in the Faroe Islands. Frodskaparrit  45 141-154."
Hekla 4 Tephra,-6.833,62.027,Skaelingsvatn,61.54,0.85,14.7,8.91,0.29,0.96,4.49,4.4,1.94,,98.07,"Dugmore, A.J. and Newton, A.J. (1997) Holocene tephra layers in the Faroe Islands. Frodskaparrit  45 141-154."
Hekla 4 Tephra,-6.833,62.027,Skaelingsvatn,64.26,0.65,14.26,8.47,0.26,0.54,3.92,4.59,1.71,,98.66,"Dugmore, A.J. and Newton, A.J. (1997) Holocene tephra layers in the Faroe Islands. Frodskaparrit  45 141-154."
Hekla 4 Tephra,-6.833,62.027,Skaelingsvatn,75.46,0.1,13.01,1.76,0.08,0.02,1.27,4.62,3.01,,99.33,"Dugmore, A.J. and Newton, A.J. (1997) Holocene tephra layers in the Faroe Islands. Frodskaparrit  45 141-154."
Hekla 4 Tephra,-6.833,62.027,Skaelingsvatn,63.61,0.78,15.05,8.3,0.22,0.62,4.6,4.82,1.48,,99.49,"Dugmore, A.J. and Newton, A.J. (1997) Holocene tephra layers in the Faroe Islands. Frodskaparrit  45 141-154."
Hekla 4 Tephra,-6.833,62.027,Skaelingsvatn,62.45,0.73,14.5,9.32,0.27,0.79,4.6,4.32,1.6,,98.67,"Dugmore, A.J. and Newton, A.J. (1997) Holocene tephra layers in the Faroe Islands. Frodskaparrit  45 141-154."
Hekla 4 Tephra,-3.83,58.38,Slethill,75.78,0.14,12.75,1.84,0.09,0.01,1.3,4.49,2.84,,99.24,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-3.83,58.38,Slethill,74.69,0.14,13.79,2.18,0.13,0,1.61,4.55,2.91,,99.99,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-3.83,58.38,Slethill,74.84,0.15,13.24,1.87,0.11,0.02,1.35,4.34,2.88,,98.12,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-3.83,58.38,Slethill,75.12,0.15,12.57,1.8,0.07,0.04,1.14,4.22,2.94,,97.05,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-3.83,58.38,Slethill,75.55,0.1,13.38,1.9,0.12,0.05,1.26,4.06,2.71,,99.14,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-6.228,55.073,Slieveanorra,74.38,0.09,12.96,1.9,0.09,0.02,1.39,5.18,2.66,,98.65,"Swindles, G. (2006) Reconstructions of Holocene climate change from peatland in the north of Ireland.  Unpublished PhD thesis, Queen's Unversity, Belfast"
Hekla 4 Tephra,-6.228,55.073,Slieveanorra,72.38,0.06,12.68,1.88,0.1,0.04,1.31,4.77,2.92,,96.13,"Swindles, G. (2006) Reconstructions of Holocene climate change from peatland in the north of Ireland.  Unpublished PhD thesis, Queen's Unversity, Belfast"
Hekla 4 Tephra,-6.228,55.073,Slieveanorra,72.65,0.05,12.46,1.92,0.11,0.03,1.35,4.78,2.95,,96.28,"Swindles, G. (2006) Reconstructions of Holocene climate change from peatland in the north of Ireland.  Unpublished PhD thesis, Queen's Unversity, Belfast"
Hekla 4 Tephra,-6.228,55.073,Slieveanorra,73.51,0.09,12.43,1.92,0.15,0.01,1.31,5.07,2.66,,97.14,"Swindles, G. (2006) Reconstructions of Holocene climate change from peatland in the north of Ireland.  Unpublished PhD thesis, Queen's Unversity, Belfast"
Hekla 4 Tephra,-6.228,55.073,Slieveanorra,72.49,0.1,12.81,1.93,0.05,0.02,1.29,4.89,2.71,,96.29,"Swindles, G. (2006) Reconstructions of Holocene climate change from peatland in the north of Ireland.  Unpublished PhD thesis, Queen's Unversity, Belfast"
Hekla 4 Tephra,-6.228,55.073,Slieveanorra,72.68,0.06,12.51,1.89,0.1,0.02,1.27,4.37,2.97,,95.86,"Swindles, G. (2006) Reconstructions of Holocene climate change from peatland in the north of Ireland.  Unpublished PhD thesis, Queen's Unversity, Belfast"
Hekla 4 Tephra,-6.228,55.073,Slieveanorra,72.21,0.06,12.72,1.99,0.12,0.01,1.31,3.92,2.8,,95.15,"Swindles, G. (2006) Reconstructions of Holocene climate change from peatland in the north of Ireland.  Unpublished PhD thesis, Queen's Unversity, Belfast"
Hekla 4 Tephra,-6.228,55.073,Slieveanorra,72.96,0.08,12.63,1.91,0.09,0.03,1.28,4.64,2.82,,96.45,"Swindles, G. (2006) Reconstructions of Holocene climate change from peatland in the north of Ireland.  Unpublished PhD thesis, Queen's Unversity, Belfast"
Hekla 4 Tephra,-6.228,55.073,Slieveanorra,72.57,0.08,12.51,1.93,0.09,0.03,1.32,4.18,2.79,,95.5,"Swindles, G. (2006) Reconstructions of Holocene climate change from peatland in the north of Ireland.  Unpublished PhD thesis, Queen's Unversity, Belfast"
Hekla 4 Tephra,-6.228,55.073,Slieveanorra,71.92,0.08,12.35,1.91,0.08,0.03,1.23,4.81,2.72,,95.12,"Swindles, G. (2006) Reconstructions of Holocene climate change from peatland in the north of Ireland.  Unpublished PhD thesis, Queen's Unversity, Belfast"
Hekla 4 Tephra,-6.228,55.073,Slieveanorra,72.78,0.06,12.72,1.84,0.08,0.04,1.3,4.93,2.9,,96.66,"Swindles, G. (2006) Reconstructions of Holocene climate change from peatland in the north of Ireland.  Unpublished PhD thesis, Queen's Unversity, Belfast"
Hekla 4 Tephra,-6.228,55.073,Slieveanorra,74.42,0.09,12.68,1.9,0.1,0.03,1.29,4.99,2.87,,98.37,"Swindles, G. (2006) Reconstructions of Holocene climate change from peatland in the north of Ireland.  Unpublished PhD thesis, Queen's Unversity, Belfast"
Hekla 4 Tephra,-6.228,55.073,Slieveanorra,72.94,0.08,12.6,1.96,0.09,0.03,1.25,4.94,2.88,,96.76,"Swindles, G. (2006) Reconstructions of Holocene climate change from peatland in the north of Ireland.  Unpublished PhD thesis, Queen's Unversity, Belfast"
Hekla 4 Tephra,-6.228,55.073,Slieveanorra,72.69,0.07,12.91,1.85,0.04,0.04,1.33,4.84,2.73,,96.5,"Swindles, G. (2006) Reconstructions of Holocene climate change from peatland in the north of Ireland.  Unpublished PhD thesis, Queen's Unversity, Belfast"
Hekla 4 Tephra,-6.228,55.073,Slieveanorra,71.98,0.06,12.55,2.02,0.06,0.02,1.21,4.72,2.82,,95.42,"Swindles, G. (2006) Reconstructions of Holocene climate change from peatland in the north of Ireland.  Unpublished PhD thesis, Queen's Unversity, Belfast"
Hekla 4 Tephra,-6.228,55.073,Slieveanorra,74.03,0.1,12.96,1.9,0.05,0.06,1.3,4.83,2.83,,98.04,"Swindles, G. (2006) Reconstructions of Holocene climate change from peatland in the north of Ireland.  Unpublished PhD thesis, Queen's Unversity, Belfast"
Hekla 4 Tephra,-6.228,55.073,Slieveanorra,73.81,0.14,13.09,1.85,0.1,0.04,1.25,4.18,2.76,,97.21,"Swindles, G. (2006) Reconstructions of Holocene climate change from peatland in the north of Ireland.  Unpublished PhD thesis, Queen's Unversity, Belfast"
Hekla 4 Tephra,-6.228,55.073,Slieveanorra,73.22,0.1,12.43,1.92,0.13,0.02,1.34,3.37,2.83,,95.36,"Swindles, G. (2006) Reconstructions of Holocene climate change from peatland in the north of Ireland.  Unpublished PhD thesis, Queen's Unversity, Belfast"
Hekla 4 Tephra,-6.228,55.073,Slieveanorra,73.67,0.09,12.56,1.89,0.07,0.02,1.22,4.51,2.92,,96.94,"Swindles, G. (2006) Reconstructions of Holocene climate change from peatland in the north of Ireland.  Unpublished PhD thesis, Queen's Unversity, Belfast"
Hekla 4 Tephra,-6.228,55.073,Slieveanorra,73.17,0.09,12.36,1.87,0.12,0.05,1.23,4.85,2.83,,96.58,"Swindles, G. (2006) Reconstructions of Holocene climate change from peatland in the north of Ireland.  Unpublished PhD thesis, Queen's Unversity, Belfast"
Hekla 4 Tephra,-6.228,55.073,Slieveanorra,71.73,0.12,12.38,2.03,0.01,0.07,1.21,4.78,2.8,,95.13,"Swindles, G. (2006) Reconstructions of Holocene climate change from peatland in the north of Ireland.  Unpublished PhD thesis, Queen's Unversity, Belfast"
Hekla 4 Tephra,-6.292,54.767,Sluggan Bog,72.26,0.09,12.64,1.92,0.05,0.01,1.34,4.69,2.69,,95.73,"Pilcher, J.R., Hall, V.A., and McCormac, F.G. (1995) Dates of Holocene Icelandic volcanic eruptions from tephra layers in Irish peats.. The Holocene  5(1) 103-110"
Hekla 4 Tephra,-6.292,54.767,Sluggan Bog,73.18,0.06,12.43,1.86,0.12,0.01,1.29,4.76,2.75,,96.5,"Pilcher, J.R., Hall, V.A., and McCormac, F.G. (1995) Dates of Holocene Icelandic volcanic eruptions from tephra layers in Irish peats.. The Holocene  5(1) 103-110"
Hekla 4 Tephra,-6.292,54.767,Sluggan Bog,74.31,0.13,12.84,1.83,0.09,0.07,1.34,4.66,2.73,,98.05,"Pilcher, J.R., Hall, V.A., and McCormac, F.G. (1995) Dates of Holocene Icelandic volcanic eruptions from tephra layers in Irish peats.. The Holocene  5(1) 103-110"
Hekla 4 Tephra,-6.292,54.767,Sluggan Bog,72.95,0.11,12.91,1.88,0.08,0.13,1.31,4.93,2.83,,97.03,"Pilcher, J.R., Hall, V.A., and McCormac, F.G. (1995) Dates of Holocene Icelandic volcanic eruptions from tephra layers in Irish peats.. The Holocene  5(1) 103-110"
Hekla 4 Tephra,-6.292,54.767,Sluggan Bog,71.99,0.06,12.46,1.89,0.13,0.01,1.29,4.55,2.7,,95.07,"Pilcher, J.R., Hall, V.A., and McCormac, F.G. (1995) Dates of Holocene Icelandic volcanic eruptions from tephra layers in Irish peats.. The Holocene  5(1) 103-110"
Hekla 4 Tephra,-6.292,54.767,Sluggan Bog,71.88,0.07,12.7,1.86,0.08,0.07,1.24,4.88,2.85,,95.67,"Pilcher, J.R., Hall, V.A., and McCormac, F.G. (1995) Dates of Holocene Icelandic volcanic eruptions from tephra layers in Irish peats.. The Holocene  5(1) 103-110"
Hekla 4 Tephra,-6.292,54.767,Sluggan Bog,71.4,0.14,12.53,1.79,0.13,0.03,1.39,4.72,2.97,,95.11,"Pilcher, J.R., Hall, V.A., and McCormac, F.G. (1995) Dates of Holocene Icelandic volcanic eruptions from tephra layers in Irish peats.. The Holocene  5(1) 103-110"
Hekla 4 Tephra,-6.292,54.767,Sluggan Bog,72.39,0.04,12.72,1.79,0.14,0,1.23,4.78,2.84,,95.97,"Pilcher, J.R., Hall, V.A., and McCormac, F.G. (1995) Dates of Holocene Icelandic volcanic eruptions from tephra layers in Irish peats.. The Holocene  5(1) 103-110"
Hekla 4 Tephra,-6.292,54.767,Sluggan Bog,72.12,0.11,12.63,1.83,0.11,0.04,1.14,4.56,2.7,,95.29,"Pilcher, J.R., Hall, V.A., and McCormac, F.G. (1995) Dates of Holocene Icelandic volcanic eruptions from tephra layers in Irish peats.. The Holocene  5(1) 103-110"
Hekla 4 Tephra,-6.292,54.767,Sluggan Bog,72.69,0.1,12.79,1.77,0.1,0.01,1.24,4.62,2.81,,96.16,"Pilcher, J.R., Hall, V.A., and McCormac, F.G. (1995) Dates of Holocene Icelandic volcanic eruptions from tephra layers in Irish peats.. The Holocene  5(1) 103-110"
Hekla 4 Tephra,-6.292,54.767,Sluggan Bog,71.77,0.12,12.62,1.96,0.06,0.01,1.21,4.94,2.68,,95.4,"Pilcher, J.R., Hall, V.A., and McCormac, F.G. (1995) Dates of Holocene Icelandic volcanic eruptions from tephra layers in Irish peats.. The Holocene  5(1) 103-110"
Hekla 4 Tephra,-20.056,65.532,Solheimahals,73.96,0.06,12.84,2.02,0.08,0.02,1.43,4.11,2.98,,97.5,"Boygle, J.E. (1994) Tephra in lake sediments: An unambiguous geochronological marker? PhD. Thesis, University of Edinburgh, Edinburgh"
Hekla 4 Tephra,-20.056,65.532,Solheimahals,73.87,0.11,12.74,1.94,0.1,0.06,1.39,4.14,3.07,,97.42,"Boygle, J.E. (1994) Tephra in lake sediments: An unambiguous geochronological marker? PhD. Thesis, University of Edinburgh, Edinburgh"
Hekla 4 Tephra,-20.056,65.532,Solheimahals,74.39,0.1,12.94,1.97,0.06,0.03,1.29,3.53,3.12,,97.44,"Boygle, J.E. (1994) Tephra in lake sediments: An unambiguous geochronological marker? PhD. Thesis, University of Edinburgh, Edinburgh"
Hekla 4 Tephra,-20.056,65.532,Solheimahals,73.22,0.12,12.53,1.94,0.07,0.08,1.41,3.21,3.09,,95.67,"Boygle, J.E. (1994) Tephra in lake sediments: An unambiguous geochronological marker? PhD. Thesis, University of Edinburgh, Edinburgh"
Hekla 4 Tephra,-20.056,65.532,Solheimahals,73.95,0.14,13.15,2.08,0.05,0.04,1.24,3.98,2.96,,97.59,"Boygle, J.E. (1994) Tephra in lake sediments: An unambiguous geochronological marker? PhD. Thesis, University of Edinburgh, Edinburgh"
Hekla 4 Tephra,-20.056,65.532,Solheimahals,73.04,0.12,12.73,2.02,0.13,0.04,1.38,2.46,3.1,,95.02,"Boygle, J.E. (1994) Tephra in lake sediments: An unambiguous geochronological marker? PhD. Thesis, University of Edinburgh, Edinburgh"
Hekla 4 Tephra,-20.056,65.532,Solheimahals,75.85,0.11,12.94,2.09,0.05,0.04,1.36,2.23,3,,97.67,"Boygle, J.E. (1994) Tephra in lake sediments: An unambiguous geochronological marker? PhD. Thesis, University of Edinburgh, Edinburgh"
Hekla 4 Tephra,-20.056,65.532,Solheimahals,75.25,0.06,12.86,1.95,0.04,0,1.32,4.15,2.88,,98.53,"Boygle, J.E. (1994) Tephra in lake sediments: An unambiguous geochronological marker? PhD. Thesis, University of Edinburgh, Edinburgh"
Hekla 4 Tephra,-20.056,65.532,Solheimahals,75.65,0.1,13.02,2.08,0.08,0.05,1.38,4.06,2.9,,99.32,"Boygle, J.E. (1994) Tephra in lake sediments: An unambiguous geochronological marker? PhD. Thesis, University of Edinburgh, Edinburgh"
Hekla 4 Tephra,-20.056,65.532,Solheimahals,74.47,0.05,12.13,1.99,0.06,0.04,1.37,3.67,3.13,,96.91,"Boygle, J.E. (1994) Tephra in lake sediments: An unambiguous geochronological marker? PhD. Thesis, University of Edinburgh, Edinburgh"
Hekla 4 Tephra,-3.7,58.38,"Station Hill, Altnabreac",68.99,0.3,13.93,4.88,0.24,0.12,2.73,4.48,2.11,,97.79,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-3.7,58.38,"Station Hill, Altnabreac",68.96,0.28,13.75,5.29,0.2,0.12,2.83,4.55,2.04,,98.02,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-3.7,58.38,"Station Hill, Altnabreac",68.22,0.36,14.19,5.63,0.24,0.15,3.02,4.53,2.06,,98.4,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-3.7,58.38,"Station Hill, Altnabreac",66.69,0.29,13.89,5.75,0.22,0.19,3.09,4.57,2.07,,96.74,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-3.7,58.38,"Station Hill, Altnabreac",61.05,0.63,14,8.28,0.3,0.63,4.11,4.55,1.64,,95.19,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-3.7,58.38,"Station Hill, Altnabreac",64.4,0.41,13.67,6.56,0.26,0.22,3.55,5.36,2.05,,96.67,"Dugmore, A.J., Larsen, G., Newton, A.J., and Sugden, D.E. (1992) Geochemical stability of fine-grained silicic tephra layers in Iceland and Scotland. Journal of Quaternary Science  7 173-183"
Hekla 4 Tephra,-3.7,58.38,"Station Hill, Altnabreac",72.35,0.13,12.54,1.95,0.01,0.03,1.25,4.66,2.56,,95.48,"Dugmore, A.J., Larsen, G., Newton, A.J., and Sugden, D.E. (1992) Geochemical stability of fine-grained silicic tephra layers in Iceland and Scotland. Journal of Quaternary Science  7 173-183"
Hekla 4 Tephra,-3.7,58.38,"Station Hill, Altnabreac",72.46,0.11,12.71,1.9,0.07,0.06,1.18,4.72,2.68,,95.9,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-3.7,58.38,"Station Hill, Altnabreac",72.2,0.12,12.71,2.02,0.07,0.04,1.25,4.94,2.73,,96.07,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-3.7,58.38,"Station Hill, Altnabreac",70.83,0.12,13.53,2.9,0.09,0.01,1.83,4.84,2.59,,96.74,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-3.7,58.38,"Station Hill, Altnabreac",69.98,0.19,14.02,4.16,0.12,0.14,2.47,4.53,2.5,,98.11,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-3.7,58.38,"Station Hill, Altnabreac",68.26,0.42,14.26,5.48,0.22,0.18,2.83,4.55,2.03,,98.21,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-3.7,58.38,"Station Hill, Altnabreac",66.93,0.28,14.22,5.85,0.18,0.19,3.04,4.73,2.12,,97.51,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-3.7,58.38,"Station Hill, Altnabreac",66.54,0.27,13.68,4.85,0.2,0.14,3,4.81,2.23,,95.71,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-3.7,58.38,"Station Hill, Altnabreac",65.46,0.43,14.58,6.92,0.2,0.22,3.6,4.79,1.94,,98.14,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-3.7,58.38,"Station Hill, Altnabreac",64,0.7,14.47,8.84,0.33,0.73,4.4,4.45,1.68,,99.61,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-3.7,58.38,"Station Hill, Altnabreac",63.87,0.73,14.03,8.31,0.28,0.58,4.08,4.71,1.77,,98.36,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-3.7,58.38,"Station Hill, Altnabreac",63.09,0.68,14.46,8.72,0.35,0.68,4.32,4.4,1.7,,98.4,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-3.7,58.38,"Station Hill, Altnabreac",68.45,0.25,13.63,4.32,0.12,0.07,2.6,4.69,2.14,,96.25,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
